source,record_id_or_url,title,year,doi,cited_by_count,type,search_topic
crossref,https://doi.org/10.1007/978-1-4842-0650-8_14,Gameplay Programming,2015,10.1007/978-1-4842-0650-8_14,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1016/j.intcom.2012.04.006,"Video-mediated and co-present gameplay: Effects of mutual gaze on game experience, expressiveness and perceived social presence",2012,10.1016/j.intcom.2012.04.006,27,journal-article,video game gameplay
crossref,https://doi.org/10.1016/b978-0-240-81179-6.00016-x,Gameplay Design,2010,10.1016/b978-0-240-81179-6.00016-x,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1007/978-1-4471-4769-5_13,"Meaning in Gameplay: Filtering Variables, Defining Metrics, Extracting Features and Creating Models for Gameplay Analysis",2013,10.1007/978-1-4471-4769-5_13,12,book-chapter,video game gameplay
crossref,https://doi.org/10.70675/c8c6ea03z16ccz4a1ez84cfzdee17cbde5f5,"Le ""game design"" de jeux thérapeutiques : Modèles et méthodes pour la conception du gameplay",,10.70675/c8c6ea03z16ccz4a1ez84cfzdee17cbde5f5,0,dissertation,video game gameplay
crossref,https://doi.org/10.1201/b22299-1,The Video Game Animator,2019,10.1201/b22299-1,1,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/9781003453765-6,Connecting Story to Gameplay,2024,10.1201/9781003453765-6,0,book-chapter,video game gameplay
crossref,https://doi.org/10.36227/techrxiv.23708325.v1,AI-powered Badminton Video Detection: Enhancing Gameplay Analysis and Training,2023,10.36227/techrxiv.23708325.v1,1,posted-content,video game gameplay
crossref,https://doi.org/10.26686/wgtn.21508257,"Exploring Identity Through Gameplay: The Intersections of Tabletop Role-Playing Games, Game Design, and Queerness",,10.26686/wgtn.21508257,0,dissertation,video game gameplay
crossref,https://doi.org/10.1201/9781003775355-8,Utility AI and Emergent Gameplay,2026,10.1201/9781003775355-8,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1515/9781501519802-009,Chapter 6: Exploratory Testing and Gameplay Testing,2024,10.1515/9781501519802-009,0,book-chapter,video game gameplay
crossref,https://doi.org/10.36227/techrxiv.23708325.v2,AI-powered Badminton Video Detection: Enhancing Gameplay Analysis and Training,2023,10.36227/techrxiv.23708325.v2,0,posted-content,video game gameplay
crossref,https://doi.org/10.1145/3649921.3650009,Exploring Gender and Racial/Ethnic Bias Against Video Game Streamers: Comparing Perceived Gameplay Skill and Viewer Engagement,2024,10.1145/3649921.3650009,2,proceedings-article,video game gameplay
crossref,https://doi.org/10.1515/9781683922858-014,Chapter 12 Ad Hoc Testing and Gameplay Testing,2023,10.1515/9781683922858-014,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1109/cenim67940.2025.11326158,Development of Couch Cooperative Video Game to Enhance Communication and Social Awareness Among Players through Asymmetric Gameplay,2025,10.1109/cenim67940.2025.11326158,0,proceedings-article,video game gameplay
crossref,https://doi.org/10.12794/metadc984203,Improving the Gameplay Experience and Guiding Bottom Players in an Interactive Mapping Game,,10.12794/metadc984203,0,dissertation,video game gameplay
crossref,https://doi.org/10.1201/b22299,Game Anim Video Game Animation Explained,2019,10.1201/b22299,5,book,video game gameplay
crossref,https://doi.org/10.1007/978-1-4302-4036-5_7,Sample Game and GamePlay,2012,10.1007/978-1-4302-4036-5_7,0,book-chapter,video game gameplay
crossref,https://doi.org/10.32657/10356/75913,Gameplay preferences : a mechanics driven approach to understanding the processes behind game preference formation,,10.32657/10356/75913,0,dissertation,video game gameplay
crossref,https://doi.org/10.7583/jkgs.2025.25.3.3,Boring Gameplay: The Aesthetic and Cultural Implications of Embodied Boredom in Video Games,2025,10.7583/jkgs.2025.25.3.3,0,journal-article,video game gameplay
crossref,https://doi.org/10.5070/v7.65716,Edge Cases: Deckbuilding as Gameplay in On the Edge,2026,10.5070/v7.65716,0,journal-article,video game gameplay
crossref,https://doi.org/10.4018/979-8-3373-4657-1.ch009,Analog and Digital Gameplay in the Human Brain,2026,10.4018/979-8-3373-4657-1.ch009,0,book-chapter,video game gameplay
crossref,https://doi.org/10.2139/ssrn.5745643,When the Audience Joins the Game: Live Streaming’s Influence on League of Legends Gameplay,2025,10.2139/ssrn.5745643,0,posted-content,video game gameplay
crossref,https://doi.org/10.1201/9781003683605-16,Introduction to Gameplay Systems,2026,10.1201/9781003683605-16,0,book-chapter,video game gameplay
crossref,https://doi.org/10.4324/9781315179490-8,"Zombie Video Games, Eros, and Thanatos",2019,10.4324/9781315179490-8,0,book-chapter,video game gameplay
crossref,https://doi.org/10.26503/dl.v2023i2.2106,“Accidental Archivists:” YouTube Gameplay Content and Game Preservation,2023,10.26503/dl.v2023i2.2106,0,proceedings-article,video game gameplay
crossref,https://doi.org/10.2139/ssrn.5362580,Bao Game Analysis Via Visibility Graphs: A Complex Network Approach to Cultural Gameplay Dynamics,2025,10.2139/ssrn.5362580,1,posted-content,video game gameplay
crossref,https://doi.org/10.1201/9781003683605-17,Runtime Gameplay Systems,2026,10.1201/9781003683605-17,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1123/jege.2025-0022,Competitive Video Game Players Exhibit More Worry-Related Anxiety Before and During Gameplay Compared With Casual Gamers,2026,10.1123/jege.2025-0022,0,journal-article,video game gameplay
crossref,https://doi.org/10.4018/979-8-3373-4637-3.ch008,Procedural Generation and Adaptive Gameplay,2025,10.4018/979-8-3373-4637-3.ch008,3,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/b22247-21,Synchronizing Action-Based Gameplay to Music,2018,10.1201/b22247-21,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/9781003147893-1,The Video Game Animator,2021,10.1201/9781003147893-1,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/b22299-6,The Game Animation Workflow,2019,10.1201/b22299-6,1,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/b22299-2,The Game Development Environment,2019,10.1201/b22299-2,0,book-chapter,video game gameplay
crossref,https://doi.org/10.34190/gbl.19.176,Motivating Students to Learn law Through Co-Creation and Participation in Game Designing and Gameplay,2019,10.34190/gbl.19.176,2,proceedings-article,video game gameplay
crossref,https://doi.org/10.4324/9781315179490,The Playful Undead and Video Games,2019,10.4324/9781315179490,1,monograph,video game gameplay
crossref,https://doi.org/10.1515/9781683923237-004,PART TWO Video Game Addiction,2018,10.1515/9781683923237-004,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1515/9781683923237-003,PART ONE Video Game Basics,2018,10.1515/9781683923237-003,0,book-chapter,video game gameplay
crossref,https://doi.org/10.70380/a7f3k9l2q8x5m,Protected: Mapping Common Core Math Standards onto Tabletop Game Skills to Enhance Age-Appropriate Gameplay,2026,10.70380/a7f3k9l2q8x5m,0,journal-article,video game gameplay
crossref,https://doi.org/10.4018/978-1-61520-845-6.ch001,Values between Systems,,10.4018/978-1-61520-845-6.ch001,11,book-chapter,video game gameplay
crossref,https://doi.org/10.14361/9783839469897-008,GAMEPLAY: The game of opening up la chance,2024,10.14361/9783839469897-008,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/b22299-14,The Future,2019,10.1201/b22299-14,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/b22299-4,The Five Fundamentals of Game Animation,2019,10.1201/b22299-4,0,book-chapter,video game gameplay
crossref,https://doi.org/10.4018/ijgbl.2018010101,Player-Game Interaction,2018,10.4018/ijgbl.2018010101,9,journal-article,video game gameplay
crossref,https://doi.org/10.1201/b22299-7,Our Project: Preproduction,2019,10.1201/b22299-7,0,book-chapter,video game gameplay
crossref,https://doi.org/10.5040/9781501316272.ch-002,The Game Did Not Take Place—This Is Not A Game and blurring the Lines of Fiction,,10.5040/9781501316272.ch-002,1,book-chapter,video game gameplay
crossref,https://doi.org/10.1017/cbo9781316337851.003,The Video Game as a Source,2016,10.1017/cbo9781316337851.003,0,book-chapter,video game gameplay
crossref,https://doi.org/10.48009/2_iis_2024_132,INTEGRATING ARTIFICIAL INTELLIGENCE (AI) INTO GAME DEVELOPMENT TO ELEVATE DIVERSE GAMEPLAY ELEMENTS,2024,10.48009/2_iis_2024_132,3,journal-article,video game gameplay
crossref,https://doi.org/10.1201/9781003519119-20,Synchronizing Music to Gameplay to Create Music Moments,2025,10.1201/9781003519119-20,0,book-chapter,video game gameplay
crossref,https://doi.org/10.2139/ssrn.7396478,Identifying Game Rating Content Descriptors in Gameplay Videos via Multimodal Multiple Instance Learning,2026,10.2139/ssrn.7396478,0,posted-content,video game gameplay
crossref,https://doi.org/10.1007/978-1-4471-4769-5_27,Improving Gameplay with Game Metrics and Player Metrics,2013,10.1007/978-1-4471-4769-5_27,11,book-chapter,video game gameplay
crossref,https://doi.org/10.1515/9781683923237-005,PART THREE Recovery from Video Game Addiction,2018,10.1515/9781683923237-005,0,book-chapter,video game gameplay
crossref,https://doi.org/10.7583/jkgs.2017.17.3.21,"Estimation Method of User""s Gameplay Skill Level through the Performance of Gameplay Status",2017,10.7583/jkgs.2017.17.3.21,0,journal-article,video game gameplay
crossref,https://doi.org/10.4324/9781315179490-13,“A Jill Sandwich”—Gender Representation in Zombie Video Games,2019,10.4324/9781315179490-13,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/b22299-8,Our Project: Technical Animation,2019,10.1201/b22299-8,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/b22299-3,The 12 Animation Principles,2019,10.1201/b22299-3,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1080/10447318.2024.2413304,Advancing Methodological Approaches in Affect-Adaptive Video Game Design: Empirical Validation of Emotion-Driven Gameplay Modification,2024,10.1080/10447318.2024.2413304,5,journal-article,video game gameplay
crossref,https://doi.org/10.7591/cornell/9781501746529.003.0001,For Whom the Love Works in Video Game Production?,2020,10.7591/cornell/9781501746529.003.0001,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/b22299-11,Our Project: Motion Capture,2019,10.1201/b22299-11,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/9781003632269-8,AI Showrunner – Managing Gameplay Experience with a Hierarchical Network of AI Directors,2026,10.1201/9781003632269-8,0,book-chapter,video game gameplay
crossref,https://doi.org/10.4018/978-1-61520-731-2.ch025,Validation of a Generic Educational Game Shell,,10.4018/978-1-61520-731-2.ch025,1,book-chapter,video game gameplay
crossref,https://doi.org/10.7557/ejcgc.v16i2.7663,Reified gameplay,2025,10.7557/ejcgc.v16i2.7663,0,journal-article,video game gameplay
crossref,https://doi.org/10.4018/978-1-61520-731-2.ch023,Designing a Generic Educational Game Shell,,10.4018/978-1-61520-731-2.ch023,1,book-chapter,video game gameplay
crossref,https://doi.org/10.1007/978-1-4842-8873-3_2,Creating Fun Gameplay,2022,10.1007/978-1-4842-8873-3_2,0,book-chapter,video game gameplay
crossref,https://doi.org/10.3102/ip.24.2103893,Speculative Pedagogies in Video Gameplay: Designing for New Social Futures in Collaborative Worldmaking (Poster 9),2024,10.3102/ip.24.2103893,0,proceedings-article,video game gameplay
crossref,https://doi.org/10.1201/b22247-13,Techniques for Improving Data Drivability of Gameplay Audio Code,2018,10.1201/b22247-13,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/b22299-12,Our Project: Animation Team Management,2019,10.1201/b22299-12,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/b22299-5,What You Need to Know,2019,10.1201/b22299-5,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/b22299-10,Our Project: Cinematics &amp; Facial,2019,10.1201/b22299-10,0,book-chapter,video game gameplay
crossref,https://doi.org/10.70380/k8v2p7m4s1q9x,Leveraging Gameplay for Active Learning: Exploring the Educational Potential of Nine Tiles Extreme,2026,10.70380/k8v2p7m4s1q9x,0,journal-article,video game gameplay
crossref,https://doi.org/10.5220/0014719200005024,Cosmic Divide: An AI-Enhanced Narrative-Driven Fantasy Game for Immersive Storytelling and Adaptive Gameplay,2025,10.5220/0014719200005024,0,proceedings-article,video game gameplay
crossref,https://doi.org/10.1201/b22299-13,Our Project: Polish &amp; Debug,2019,10.1201/b22299-13,0,book-chapter,video game gameplay
crossref,https://doi.org/10.5040/9781501304910.0022,Iterative romance and button-mashing sex: Gameplay design and video games’ Nice Guy Syndrome,,10.5040/9781501304910.0022,0,book-chapter,video game gameplay
crossref,https://doi.org/10.17918/00010960,Interactive emotional resonance,,10.17918/00010960,0,dissertation,video game gameplay
crossref,https://doi.org/10.4324/9781315179490-16,Zombies Ate Democracy,2019,10.4324/9781315179490-16,4,book-chapter,video game gameplay
crossref,https://doi.org/10.1007/978-1-4471-4769-5_14,Gameplay Metrics in Game User Research: Examples from the Trenches,2013,10.1007/978-1-4471-4769-5_14,15,book-chapter,video game gameplay
crossref,https://doi.org/10.5749/9780816678334-009,7 Playing Through,2010,10.5749/9780816678334-009,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1057/9781137525543.0005,Game Criticism,,10.1057/9781137525543.0005,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/9781003782735-16,Game with a Purpose: Building a Visual Effect Dictionary Through Engaging Gameplay,2026,10.1201/9781003782735-16,0,book-chapter,video game gameplay
crossref,https://doi.org/10.5749/9780816678334-007,5 The Game Of Life,2010,10.5749/9780816678334-007,0,book-chapter,video game gameplay
crossref,https://doi.org/10.2139/ssrn.6875453,"What Strategic Gameplay Reveals About Cognitive Coordination: Evidence from Komikan, a Digital Mapuche Board Game",2026,10.2139/ssrn.6875453,0,posted-content,video game gameplay
crossref,https://doi.org/10.1017/cbo9781316337851.011,Appendix: How to Hear a Video Game: An Outline,2016,10.1017/cbo9781316337851.011,0,other,video game gameplay
crossref,https://doi.org/10.7765/9781526153746.00010,Games are not gameplay,2020,10.7765/9781526153746.00010,0,book-chapter,video game gameplay
crossref,https://doi.org/10.5860/choice.46-0337,Game development essentials: gameplay mechanics,2008,10.5860/choice.46-0337,1,journal-article,video game gameplay
crossref,https://doi.org/10.4324/9781315179490-17,Queering the Zombie,2019,10.4324/9781315179490-17,0,book-chapter,video game gameplay
crossref,https://doi.org/10.17762/turcomat.v12i3.838,Evaluating Game-Playing Activities of a MOBA Game with Gameplay Experience Instruments,2021,10.17762/turcomat.v12i3.838,1,journal-article,video game gameplay
crossref,https://doi.org/10.4324/9780203887660-9,The Video Game Aesthetic: Play as Form,2008,10.4324/9780203887660-9,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1007/978-3-030-50426-7_40,Visual Analysis of Computer Game Output Video Stream for Gameplay Metrics,2020,10.1007/978-3-030-50426-7_40,5,book-chapter,video game gameplay
crossref,https://doi.org/10.4324/9781003613220-5,Ethical Gameplay,2025,10.4324/9781003613220-5,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1109/cog64752.2025.11114235,Gameplay Evolution: A Game Design Method Based on Evolutionary Theory,2025,10.1109/cog64752.2025.11114235,0,proceedings-article,video game gameplay
crossref,https://doi.org/10.7557/23.6123,The Performance of Gameplay: Developing a Ludoliteracy,2011,10.7557/23.6123,4,journal-article,video game gameplay
crossref,https://doi.org/10.4324/9780203887660-14,Z-axis Development in the Video Game,2008,10.4324/9780203887660-14,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1201/9781003530282-13,How Chants of Sennaar Creates Intriguing Gameplay around Learning Culturally Infused Languages,2025,10.1201/9781003530282-13,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1080/15456870.2022.2123485,"The impact of casual gameplay on health attitudes and behaviors: examining persuasion in a branded game about nutrition through narrative, gameplay, and flow",2022,10.1080/15456870.2022.2123485,0,journal-article,video game gameplay
crossref,https://doi.org/10.55387/jci.2025.07.04.34,Success Factors of Video Game Film Adaptations : Focusing on the Reproduction and Cinematic Expansion of Gameplay Experience,2025,10.55387/jci.2025.07.04.34,0,journal-article,video game gameplay
crossref,https://doi.org/10.4324/9781315179490-5,The Zombification of Skyrim,2019,10.4324/9781315179490-5,3,book-chapter,video game gameplay
crossref,https://doi.org/10.1145/1920778.1920791,Game design for ad-hoc multi-touch gameplay on large tabletop displays,2010,10.1145/1920778.1920791,4,proceedings-article,video game gameplay
crossref,https://doi.org/10.62411/tcv.v1i2.2069,Pengembangan Game RPG dan Story Dengan Elemen Gameplay Menggunakan Metodologi Finite State Machine (FSM) Pada Game Kisah Tjepoe,2024,10.62411/tcv.v1i2.2069,0,journal-article,video game gameplay
crossref,https://doi.org/10.4018/978-1-61520-731-2.ch024,Usability Guidelines for a Generic Educational Game Shell,,10.4018/978-1-61520-731-2.ch024,1,book-chapter,video game gameplay
crossref,https://doi.org/10.4324/9780203700457-3,Abstraction in the Video Game,2013,10.4324/9780203700457-3,4,book-chapter,video game gameplay
crossref,https://doi.org/10.1145/1274940.1274942,Emergent gameplay,2007,10.1145/1274940.1274942,0,proceedings-article,video game gameplay
crossref,https://doi.org/10.1145/3402942.3402943,Collaborative Agent Gameplay in the Pandemic Board Game,2020,10.1145/3402942.3402943,11,proceedings-article,video game gameplay
crossref,https://doi.org/10.4324/9781003697107-ch16,"Ladies, Leave, and Corporate Liability Personnel Policies in the Japanese Game Industry",2025,10.4324/9781003697107-ch16,0,book-chapter,video game gameplay
crossref,https://doi.org/10.1007/978-1-4842-0973-8_18,3D Gameplay Design: Creating Your Game Content Using GIMP and Java,2017,10.1007/978-1-4842-0973-8_18,0,book-chapter,video game gameplay
