source,record_id_or_url,title,year,doi,cited_by_count,type,search_topic
crossref,https://doi.org/10.4324/9780203114834-19,Consumption Without Currency: The Role of the Virtual Gift Economy in Second Life,2013,10.4324/9780203114834-19,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.4385352,"The Regulation and Differences between Cryptocurrency, Stable Coin, v, E-Money, Virtual Currency, and In-Game Currency",2023,10.2139/ssrn.4385352,0,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.1525/9780520314092-010,Postscript,1965,10.1525/9780520314092-010,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1525/9780520314092-001,Acknowledgments,1965,10.1525/9780520314092-001,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.61173/zx0xv911,The Impact of Virtual Currency Pricing Strategies on Player Spending Behavior: Using the Formula CNY1=10 Virtual Game Currency as an Example,2025,10.61173/zx0xv911,0,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.1525/9780520314092-fm,Frontmatter,1965,10.1525/9780520314092-fm,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1525/9780520314092-toc,Contents,1965,10.1525/9780520314092-toc,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.4390371,"The Nature of Cryptocurrency, Central Bank Digital Currency, E-Money, Virtual Currency, In-Game Currency and Stablecoin: How They Are Regulated and Issues Associated with Them",2023,10.2139/ssrn.4390371,0,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.1525/9780520314092-012,INDEX,1965,10.1525/9780520314092-012,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1525/9780520314092,Inter-Economy Comparisons: A Case Study,1965,10.1525/9780520314092,2,edited-book,virtual economy inflation game currency
crossref,https://doi.org/10.12987/9780300187410,Wildcat Currency,2020,10.12987/9780300187410,0,edited-book,virtual economy inflation game currency
crossref,https://doi.org/10.12987/9780300187410-002,Introduction,2020,10.12987/9780300187410-002,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.4391297,"The Regulation and Differences Between Cryptocurrency, Stablecoin, Central Bank Digital Currency, e-Money, Virtual Currency and In-Game Currency",2023,10.2139/ssrn.4391297,0,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.12987/9780300187410-001,Acknowledgments,2020,10.12987/9780300187410-001,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.12987/9780300187410-014,Index,2020,10.12987/9780300187410-014,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1787/888932608354,Currency and inflation: Japan,,10.1787/888932608354,3,component,virtual economy inflation game currency
crossref,https://doi.org/10.12987/9780300187410-003,Introduction,2020,10.12987/9780300187410-003,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.12987/9780300187410-fm,Frontmatter,2020,10.12987/9780300187410-fm,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.12987/9780300187410-013,Notes,2020,10.12987/9780300187410-013,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1525/9780520314092-002,I Introduction,1965,10.1525/9780520314092-002,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.12987/9780300187410-toc,Contents,2020,10.12987/9780300187410-toc,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1016/s0953-5438(08)00025-8,Understanding purchasing behaviors in a virtual economy: Consumer behavior involving virtual currency in Web 2.0 communities,2008,10.1016/s0953-5438(08)00025-8,4,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.2307/jj.13167893,Inter-Economy Comparisons: A Case Study,2024,10.2307/jj.13167893,0,monograph,virtual economy inflation game currency
crossref,https://doi.org/10.2307/jj.13167893.11,Postscript,2024,10.2307/jj.13167893.11,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2307/jj.13167893.3,Introduction,2024,10.2307/jj.13167893.3,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2307/jj.13167893.13,INDEX,2024,10.2307/jj.13167893.13,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1016/j.ecosys.2026.101398,Net foreign-currency exposure and adjustment in a high-inflation emerging economy,2026,10.1016/j.ecosys.2026.101398,0,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.2307/jj.13167893.1,Front Matter,2024,10.2307/jj.13167893.1,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1111/j.1465-7295.1988.tb01518.x,EFFICIENCY IN A PURE CURRENCY ECONOMY WITH INFLATION,1988,10.1111/j.1465-7295.1988.tb01518.x,11,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.1086/260355,Inflation-free Pricing Rules for a Generalized Commodity-Reserve Currency,1975,10.1086/260355,6,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.2307/jj.13167893.2,Table of Contents,2024,10.2307/jj.13167893.2,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1111/j.1467-9701.1994.tb00774.x,Currency Policies for Inflation Control in the Formerly Centrally Planned Economies,1994,10.1111/j.1467-9701.1994.tb00774.x,6,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.12987/9780300187410-007,4. Is It Money?,2020,10.12987/9780300187410-007,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.12987/9780300187410-005,2. Forms of Money,2020,10.12987/9780300187410-005,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1525/9780520314092-008,VII Contributions of the Gresik Cement Plant to the Economy of Indonesia,1965,10.1525/9780520314092-008,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.12987/9780300187410-006,3. Is It Legal?,2020,10.12987/9780300187410-006,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1525/9780520314092-005,IV Cost Accounting for Cement Production,1965,10.1525/9780520314092-005,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2307/jj.13167893.9,Contributions of the Gresik Cement Plant to the Economy of Indonesia,2024,10.2307/jj.13167893.9,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.12987/9780300187410-010,7. How Money Will Evolve,2020,10.12987/9780300187410-010,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.7206/jmba.ce.2450-7814.200,Entrepreneurship in Virtual Economy: the Case of Currency One SA,2017,10.7206/jmba.ce.2450-7814.200,0,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.1525/9780520314092-003,II Investment in the Two Cement Plants,1965,10.1525/9780520314092-003,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2307/jj.13167893.6,Cost Accounting for Cement Production,2024,10.2307/jj.13167893.6,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1787/888932964110,"Figure 2. Inflation, interest rates and currency developments",,10.1787/888932964110,0,component,virtual economy inflation game currency
crossref,https://doi.org/10.20410/2073-7815-2020-30-4-84-92,VIRTUAL CURRENCY OF A VIRTUAL ECONOMY,2020,10.20410/2073-7815-2020-30-4-84-92,0,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.4018/979-8-3373-9858-7.ch012,"Digital Financial Inclusion, Inflation Expectations, and Currency Confidence in Developing Economies",2026,10.4018/979-8-3373-9858-7.ch012,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2307/jj.13167893.4,Investment in the Two Cement Plants,2024,10.2307/jj.13167893.4,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.4337/9781845423384.00015,Inflation targeting after the currency crisis: the case of Thailand,2004,10.4337/9781845423384.00015,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.5089/9781451979206.001.a001,Currency Substitution and Inflation in Peru,,10.5089/9781451979206.001.a001,1,component,virtual economy inflation game currency
crossref,https://doi.org/10.5089/9781451966480.001.a033,“Currency Substitution and Inflation in Peru”,,10.5089/9781451966480.001.a033,1,component,virtual economy inflation game currency
crossref,https://doi.org/10.1086/261635,"Currency Substitution, Foreign Inflation, and Terms-of-Trade Dynamics",1989,10.1086/261635,4,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.23943/princeton/9780691173849.003.0009,Introduction,2016,10.23943/princeton/9780691173849.003.0009,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1525/9780520314092-007,VI Production and Production Costs at Gresik and Cushenberry,1965,10.1525/9780520314092-007,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.31435/rsglobal_ijite/30122022/7929,NEW RELATIONSHIP BETWEEN NATIONAL CURRENCY RATE AND INFLATION,2022,10.31435/rsglobal_ijite/30122022/7929,0,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.1016/j.jimonfin.2021.102441,Monetary theory reversed: Virtual currency issuance and the inflation tax,2021,10.1016/j.jimonfin.2021.102441,6,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.1057/9781137382559.0014,Bitcoin Decentralized Virtual Currency,,10.1057/9781137382559.0014,11,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.15611/nof.2014.4.03,Inflation in a virtual economy – a real or virtual threat?,2014,10.15611/nof.2014.4.03,0,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.1007/978-3-319-56261-2_8,On Inflation Targeting and Foreign Exchange Interventions in a Dual Currency Economy,2017,10.1007/978-3-319-56261-2_8,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.23943/princeton/9780691173849.003.0006,The Political Economy of Latin American Currency Crises,2016,10.23943/princeton/9780691173849.003.0006,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2307/jj.13167893.8,Production and Production Costs at Gresik and Cushenberry,2024,10.2307/jj.13167893.8,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.12987/9780300187410-012,Epilogue. Dear Politicians: Please Don’t Screw This Up,2020,10.12987/9780300187410-012,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1163/9789047426974_011,10. Currency Operations under the Dual Pressures of Accelerated Economic Growth and Price Inflation,2009,10.1163/9789047426974_011,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2307/jj.13167893.5,"The Costs of Capital—Depletion, Depreciation, and Interest",2024,10.2307/jj.13167893.5,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1080/13563467.2018.1484714,"The Inflation Game: Targets, Practices and the Social Production of Monetary Credibility",2018,10.1080/13563467.2018.1484714,22,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.1080/714004439,"The Political Economy of Inflation and Currency Depreciation in Lebanon, 1984-92",2002,10.1080/714004439,5,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.1525/9780520314092-004,"III The Costs of Capital—Depletion, Depreciation&gt; and Interest",1965,10.1525/9780520314092-004,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.4337/9781781958919.00007,The game of managing the economy,1994,10.4337/9781781958919.00007,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1525/9780520314092-011,"APPENDIX 1 Supplementary Tables for Chapters 2, 3, 6, and 7",1965,10.1525/9780520314092-011,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.31979/etd.bf3c-jzvx,Germany's inflation and currency devaluation during 1919 to 1924,,10.31979/etd.bf3c-jzvx,0,dissertation,virtual economy inflation game currency
crossref,https://doi.org/10.5089/9781451953077.022.a011,Currency Substitution in High Inflation Countries,,10.5089/9781451953077.022.a011,1,component,virtual economy inflation game currency
crossref,https://doi.org/10.21125/inted.2024.1753,THE BULLISH GAME: THE ROLE OF VIRTUAL CURRENCY IN INCENTIVIZING HOMEWORK ON THE SKYENG PLATFORM,2024,10.21125/inted.2024.1753,0,proceedings-article,virtual economy inflation game currency
crossref,https://doi.org/10.1016/j.ejpoleco.2003.08.004,A game between the fiscal and the monetary authorities under inflation targeting,2004,10.1016/j.ejpoleco.2003.08.004,8,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.12987/9780300187410-008,"5. Wealth, Power, and Happiness: The Effects of Counting Money",2020,10.12987/9780300187410-008,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1080/758518499,GMM estimation of currency substitution in a high-inflation economy: evidence from Turkey,1997,10.1080/758518499,13,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.25148/etd.fi13101570,"Inflation, currency substitution, and dollarization : the case of Argentina",,10.25148/etd.fi13101570,0,dissertation,virtual economy inflation game currency
crossref,https://doi.org/10.2307/j.ctt1tg5k77.7,THE GREAT INFLATION,,10.2307/j.ctt1tg5k77.7,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.3386/w31890,"The Debauchery of Currency and Inflation: Chile, 1970-1973",2023,10.3386/w31890,2,report,virtual economy inflation game currency
crossref,https://doi.org/10.1109/iceee.2010.5661327,Virtual Currency Policies on the Influence of Online Game Customers' Lose,2010,10.1109/iceee.2010.5661327,0,proceedings-article,virtual economy inflation game currency
crossref,https://doi.org/10.1016/j.intcom.2008.04.001,Understanding purchasing behaviors in a virtual economy: Consumer behavior involving virtual currency in Web 2.0 communities,2008,10.1016/j.intcom.2008.04.001,80,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.5089/9781451853414.001.a001,"Exchange Rate Movements, Inflation Expectations, and Currency Substitution in Turkey",,10.5089/9781451853414.001.a001,1,component,virtual economy inflation game currency
crossref,https://doi.org/10.2307/jj.13167893.12,APPENDIX 1,2024,10.2307/jj.13167893.12,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.55640/jme-06-02-04,Improving Inflation Management Effectiveness Under Central Bank Digital Currency Environment,2026,10.55640/jme-06-02-04,0,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.2478/amns-2025-0662,Design of an in-game economic system based on virtual currency and its impact on player behavior,2025,10.2478/amns-2025-0662,0,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.4337/9781781008423.00011,"Currency Competition, Inflation, Gresham’s Law and Exchange Rate",2003,10.4337/9781781008423.00011,1,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1515/9781400865345-003,Introduction. The Political Economy of Currency Choice,2015,10.1515/9781400865345-003,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.1011708,Inflation Differentials in a Currency Union: A DSGE Perspective,2007,10.2139/ssrn.1011708,4,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.1057/9780230371736_9,Open Economy Aspects of the Currency Depreciation in Germany After World War I: Conflicting Claims and Vicious Circles,1996,10.1057/9780230371736_9,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.32614/cran.package.inflater,inflateR: Inflation Adjustment for Historical Currency Values,2026,10.32614/cran.package.inflater,0,dataset,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.4638225,"The Debauchery of Currency and Inflation: Chile, 1970-1973",2023,10.2139/ssrn.4638225,0,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.23943/princeton/9780691173849.003.0005,"Latin American Currency Policy, 1970–2010",2016,10.23943/princeton/9780691173849.003.0005,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.4900148,"Central Bank Digital Currency, Economic Growth and Inflation",2024,10.2139/ssrn.4900148,1,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.23943/princeton/9780691173849.003.0001,A Theory of Currency Policy Preferences,2016,10.23943/princeton/9780691173849.003.0001,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2307/j.ctt9qh0gz.5,Introduction,2014,10.2307/j.ctt9qh0gz.5,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.17323/vo-2023-16640,The Bullish Game: The Role of Virtual Currency in Incentivizing Homework on the Skyeng Platform,2023,10.17323/vo-2023-16640,0,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.1515/9781400865345-009,CHAPTER 6. The Political Economy of Latin American Currency Crises,2015,10.1515/9781400865345-009,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1109/icdmw.2018.00125,"How Game Users Consume Virtual Currency: The Relationship Between Consumed Quantity, Inventory, and Elapsed Time Since Last Consumption in the Mobile Game World",2018,10.1109/icdmw.2018.00125,2,proceedings-article,virtual economy inflation game currency
crossref,https://doi.org/10.1371/journal.pone.0296374,Evolutionary game analysis of online game studios and online game companies participating in the virtual economy of online games,2024,10.1371/journal.pone.0296374,8,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.5775405,A Framework for Investment under Inflation and Currency Debasement Environments,2025,10.2139/ssrn.5775405,0,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.29316/9788368103359_18,Rola wirtualnego pieniądza w rozwoju gospodarki cyfrowej / The Role of Virtual Currency in the Development of the Digital Economy,2026,10.29316/9788368103359_18,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.2211348,Inflation-Rate Derivatives: From Market Model to Foreign Currency Analogy,2013,10.2139/ssrn.2211348,0,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.1163/9781684171675_005,The Great Inflation,1970,10.1163/9781684171675_005,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1057/9780230371736_10,Conflict Inflation and Currency Depreciation in Latin America,1996,10.1057/9780230371736_10,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.2785049,Inflation Targeting Rules and Welfare in an Asymmetric Currency Area,2016,10.2139/ssrn.2785049,0,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.4337/9781784717636.00012,"Currency competition, inflation, Gresham’s Law and exchange rate",2015,10.4337/9781784717636.00012,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.6104886,The Network Origins of Inflation Stances in a Currency Union,2026,10.2139/ssrn.6104886,0,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.2307/j.ctt9qh0gz.11,The Political Economy of Latin American Currency Crises,2014,10.2307/j.ctt9qh0gz.11,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1525/9780520314092-009,VIII Financial Policy and Organization Theory in Relation to Operating and Financial Responsibilities of State Enterprises,1965,10.1525/9780520314092-009,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1016/j.jimonfin.2003.10.003,The dynamics of inflation and currency substitution in a small open economy,2004,10.1016/j.jimonfin.2003.10.003,11,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.5860/choice.185705,Wildcat currency: how the virtual money revolution is transforming the economy,2014,10.5860/choice.185705,0,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.2770523,"Virtual Currency, Not a Currency?",2016,10.2139/ssrn.2770523,0,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.21686/2413-2829-2018-3-33-49,VIRTUAL PROJECT FOR VIRTUAL ECONOMY: ABOUT CRYPTO CURRENCY AND OTHER ISSUES,2018,10.21686/2413-2829-2018-3-33-49,4,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.3386/w2140,The Real Effects of Foreign Inflation in the Presence of Currency Substitution,1987,10.3386/w2140,0,report,virtual economy inflation game currency
crossref,https://doi.org/10.1057/9781137382559_13,Bitcoin Decentralized Virtual Currency,2014,10.1057/9781137382559_13,3,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1016/b978-0-12-802117-0.00015-1,Cryptocurrency and Virtual Currency,2015,10.1016/b978-0-12-802117-0.00015-1,52,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2307/j.ctv173f2mk.8,Currency Manipulation,2020,10.2307/j.ctv173f2mk.8,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1787/888932743995,Economy and inflation: India,,10.1787/888932743995,0,component,virtual economy inflation game currency
crossref,https://doi.org/10.2307/jj.13167893.10,Financial Policy and Organization Theory in Relation to Operating and Financial Responsibilities of State Enterprises,2024,10.2307/jj.13167893.10,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.23943/princeton/9780691173849.001.0001,Currency Politics,2016,10.23943/princeton/9780691173849.001.0001,17,monograph,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.2491559,"One currency, One Price? Euro Changeover-Related Inflation in Estonia",2014,10.2139/ssrn.2491559,1,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.7095239,Fiscal Inflation in a Currency Union&amp;nbsp;,2026,10.2139/ssrn.7095239,0,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.6622541,"Wage Flexibility, Trend Inflation, and Welfare in a Currency Union",2026,10.2139/ssrn.6622541,0,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.1108/oxan-es275508,Iraq’s weakening currency will fuel inflation,2023,10.1108/oxan-es275508,0,report-component,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.2184493,Fiscal Policy and Regional Inflation in a Currency Union,2012,10.2139/ssrn.2184493,4,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.2735004,Currency Velocity and Cash Payments in the U.S. Economy: The Currency Enigma,2016,10.2139/ssrn.2735004,1,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.2728453,Currency Velocity and Cash Payments in the US Economy: The Currency Enigma,2016,10.2139/ssrn.2728453,3,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.6261740,"Wage Flexibility, Trend Inflation, and Welfare in a Currency Union",2026,10.2139/ssrn.6261740,0,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.1515/9780691222226-006,3. Currency Manipulation,1995,10.1515/9780691222226-006,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.2785130,Currency Portfolios and Currency Exchange in a Search Economy,2016,10.2139/ssrn.2785130,2,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.23943/princeton/9780691173849.003.0008,Conclusions,2016,10.23943/princeton/9780691173849.003.0008,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1787/888932744033,Economy and inflation: Russian Federation,,10.1787/888932744033,0,component,virtual economy inflation game currency
crossref,https://doi.org/10.4324/noe0415271844.ch7,Currency crises,2002,10.4324/noe0415271844.ch7,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.1802336,Welfare Costs of Inflation and the Circulation of US Currency Abroad,2011,10.2139/ssrn.1802336,1,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.5089/9781451846843.001.a001,Currency Crises and the Real Economy,,10.5089/9781451846843.001.a001,1,component,virtual economy inflation game currency
crossref,https://doi.org/10.1108/oxan-ga276204,Middle East currency weakness will fuel inflation,2023,10.1108/oxan-ga276204,0,report-component,virtual economy inflation game currency
crossref,https://doi.org/10.4324/9781003211532,The International Political Economy of the Renminbi,2021,10.4324/9781003211532,1,monograph,virtual economy inflation game currency
crossref,https://doi.org/10.3386/w15494,Foreign Demand for Domestic Currency and the Optimal Rate of Inflation,2009,10.3386/w15494,3,report,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.1031846,Coping with People's Inflation Perceptions During a Currency Changeover,2007,10.2139/ssrn.1031846,3,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.4101580,The West African Monetary Zone: Is Inflation Convergence Sufficient for a Currency Union?,2022,10.2139/ssrn.4101580,0,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.4159/harvard.9780674434875.c15,XI. THE CURRENCY SITUATION IN MID–1937,1965,10.4159/harvard.9780674434875.c15,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.2139/ssrn.2321197,Is Canada an Optimal Currency Area? An Inflation Targeting Perspective,2013,10.2139/ssrn.2321197,0,posted-content,virtual economy inflation game currency
crossref,https://doi.org/10.1163/2213-6002_crpn_c9789004173514_015,Currency Operations Under the Dual Pressures of Accelerated Economic Growth and Price Inflation,,10.1163/2213-6002_crpn_c9789004173514_015,0,dataset,virtual economy inflation game currency
crossref,https://doi.org/10.51178/jecs.v6i2.2225,"The Effect of Investment, Unemployement, Inflation, Human Development and Government Expenditure on Economic Growth and Poverty in Indonesia",2024,10.51178/jecs.v6i2.2225,0,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.1590/0101-31571985-2130,A moeda indexada: uma proposta para eliminar a inflação inercial,1985,10.1590/0101-31571985-2130,3,journal-article,virtual economy inflation game currency
crossref,https://doi.org/10.1007/978-981-95-2282-8_1,"Central Bank Digital Currency: Implications for Economic Growth, Inflation, and the Path to SDG Achievement",2025,10.1007/978-981-95-2282-8_1,2,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.4324/9781003211532-3,The rise of the “people's currency”,2021,10.4324/9781003211532-3,0,book-chapter,virtual economy inflation game currency
crossref,https://doi.org/10.1093/oso/9780198827986.003.0001,Introduction,2018,10.1093/oso/9780198827986.003.0001,0,book-chapter,virtual economy inflation game currency
